"","plot_number","grass_1930","tree_1930","chaparral_1930","sage_1930","barren_1930","dom_veg_1930","sec_veg_1930","dominant_cover_1930","secondary_cover_1930","dominant_veg_1930","secondary_veg_1930","grass_2009","tree_2009","chaparral_2009","sage_2009","barren_2009","dom_veg_2009","sec_veg_2009","dominant_cover_2009","secondary_cover_2009","dominant_veg_2009","secondary_veg_2009"
"468",467,3,1,44,2,0,44,3,88,6,"chaparral","grass",46,4,0,0,0,46,4,92,8,"grass","tree"
"469",468,22,2,7,19,0,22,19,44,38,"grass","sage",41,7,0,2,0,41,7,82,14,"grass","tree"
"470",469,5,0,45,0,0,45,5,90,10,"chaparral","grass",14,0,0,36,0,36,14,72,28,"sage","grass"
"471",470,3,12,35,0,0,35,12,70,24,"chaparral","tree",36,14,0,0,0,36,14,72,28,"grass","tree"
"472",471,4,0,46,0,0,46,4,92,8,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"473",472,31,0,0,19,0,31,19,62,38,"grass","sage",37,0,0,13,0,37,13,74,26,"grass","sage"
"474",473,4,0,46,0,0,46,4,92,8,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"475",474,2,0,48,0,0,48,2,96,4,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"476",475,26,5,0,19,0,26,19,52,38,"grass","sage",25,8,0,17,0,25,17,50,34,"grass","sage"
"477",476,4,0,41,5,0,41,5,82,10,"chaparral","sage",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"478",477,1,0,49,0,0,49,1,98,2,"chaparral","grass",15,35,0,0,0,35,15,70,30,"tree","grass"
"479",478,12,0,38,0,0,38,12,76,24,"chaparral","grass",23,0,17,0,10,23,17,46,34,"grass","chaparral"
"480",479,2,0,48,0,0,48,2,96,4,"chaparral","grass",15,0,31,0,4,31,15,62,30,"chaparral","grass"
"481",480,12,0,0,38,0,38,12,76,24,"sage","grass",17,0,0,33,0,33,17,66,34,"sage","grass"
"482",481,4,6,0,40,0,40,6,80,12,"sage","tree",31,2,0,17,0,31,17,62,34,"grass","sage"
"483",482,13,0,37,0,0,37,13,74,26,"chaparral","grass",26,0,15,9,0,26,15,52,30,"grass","chaparral"
"484",483,16,27,7,0,0,27,16,54,32,"tree","grass",27,2,21,0,0,27,21,54,42,"grass","chaparral"
"485",484,3,0,44,0,3,44,3,88,6,"chaparral","grass",9,0,37,0,4,37,9,74,18,"chaparral","grass"
"486",485,15,3,0,32,0,32,15,64,30,"sage","grass",31,12,0,7,0,31,12,62,24,"grass","tree"
"487",486,5,0,45,0,0,45,5,90,10,"chaparral","grass",31,0,7,12,0,31,12,62,24,"grass","sage"
"488",487,22,0,27,1,0,27,22,54,44,"chaparral","grass",16,0,34,0,0,34,16,68,32,"chaparral","grass"
"489",488,3,0,31,16,0,31,16,62,32,"chaparral","sage",12,0,1,37,0,37,12,74,24,"sage","grass"
"490",489,9,41,0,0,0,41,9,82,18,"tree","grass",8,41,0,1,0,41,8,82,16,"tree","grass"
"491",490,11,0,39,0,0,39,11,78,22,"chaparral","grass",22,0,18,10,0,22,18,44,36,"grass","chaparral"
"492",491,5,35,10,0,0,35,10,70,20,"tree","chaparral",19,19,12,0,0,19,19,38,38,"mixed","mixed"
"493",492,4,0,25,0,21,25,21,50,42,"chaparral","barren",11,0,28,0,11,28,11,56,22,"chaparral","grass"
"494",493,13,0,13,24,0,24,13,48,26,"sage","grass",32,0,0,18,0,32,18,64,36,"grass","sage"
"495",494,25,0,18,7,0,25,18,50,36,"grass","chaparral",33,0,14,3,0,33,14,66,28,"grass","chaparral"
"496",495,13,5,0,32,0,32,13,64,26,"sage","grass",27,14,0,9,0,27,14,54,28,"grass","tree"
"497",496,34,0,10,0,6,34,10,68,20,"grass","chaparral",27,0,21,1,1,27,21,54,42,"grass","chaparral"
"498",497,14,0,36,0,0,36,14,72,28,"chaparral","grass",13,0,35,0,2,35,13,70,26,"chaparral","grass"
"499",498,17,19,0,14,0,19,17,38,34,"tree","grass",25,18,0,7,0,25,18,50,36,"grass","tree"
"500",499,3,20,27,0,0,27,20,54,40,"chaparral","tree",5,23,22,0,0,23,22,46,44,"tree","chaparral"
"501",500,4,0,46,0,0,46,4,92,8,"chaparral","grass",11,0,38,0,1,38,11,76,22,"chaparral","grass"
"502",501,9,0,41,0,0,41,9,82,18,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"503",502,8,0,42,0,0,42,8,84,16,"chaparral","grass",29,0,7,14,0,29,14,58,28,"grass","sage"
"504",503,5,0,13,32,0,32,13,64,26,"sage","chaparral",17,6,20,7,0,20,17,40,34,"chaparral","grass"
"505",504,9,41,0,0,0,41,9,82,18,"tree","grass",3,47,0,0,0,47,3,94,6,"tree","grass"
"506",505,8,0,9,33,0,33,9,66,18,"sage","chaparral",26,0,16,8,0,26,16,52,32,"grass","chaparral"
"507",506,13,0,37,0,0,37,13,74,26,"chaparral","grass",20,0,13,17,0,20,17,40,34,"grass","sage"
"508",507,3,0,47,0,0,47,3,94,6,"chaparral","grass",32,0,18,0,0,32,18,64,36,"grass","chaparral"
"509",508,4,0,46,0,0,46,4,92,8,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"510",509,11,0,39,0,0,39,11,78,22,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"511",510,13,0,14,23,0,23,14,46,28,"sage","chaparral",26,0,13,11,0,26,13,52,26,"grass","chaparral"
"512",511,12,0,1,37,0,37,12,74,24,"sage","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"513",512,5,16,29,0,0,29,16,58,32,"chaparral","tree",25,1,24,0,0,25,24,50,48,"grass","chaparral"
"514",513,24,26,0,0,0,26,24,52,48,"tree","grass",34,7,9,0,0,34,9,68,18,"grass","chaparral"
"515",514,10,0,0,40,0,40,10,80,20,"sage","grass",48,0,0,2,0,48,2,96,4,"grass","sage"
"516",515,14,33,3,0,0,33,14,66,28,"tree","grass",32,11,0,7,0,32,11,64,22,"grass","tree"
"517",516,11,39,0,0,0,39,11,78,22,"tree","grass",22,28,0,0,0,28,22,56,44,"tree","grass"
"518",517,10,0,40,0,0,40,10,80,20,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"519",518,0,0,50,0,0,50,0,100,0,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"520",519,8,0,3,39,0,39,8,78,16,"sage","grass",43,0,0,7,0,43,7,86,14,"grass","sage"
"521",520,10,0,31,0,9,31,10,62,20,"chaparral","grass",14,0,30,6,0,30,14,60,28,"chaparral","grass"
"522",521,11,0,0,39,0,39,11,78,22,"sage","grass",45,0,1,4,0,45,4,90,8,"grass","sage"
"523",522,12,0,38,0,0,38,12,76,24,"chaparral","grass",43,0,5,2,0,43,5,86,10,"grass","chaparral"
"524",523,5,0,45,0,0,45,5,90,10,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"525",524,7,0,25,18,0,25,18,50,36,"chaparral","sage",14,0,4,32,0,32,14,64,28,"sage","grass"
"526",525,11,0,39,0,0,39,11,78,22,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"527",526,8,0,39,3,0,39,8,78,16,"chaparral","grass",23,0,21,6,0,23,21,46,42,"grass","chaparral"
"528",527,7,1,42,0,0,42,7,84,14,"chaparral","grass",27,0,21,2,0,27,21,54,42,"grass","chaparral"
"529",528,23,0,27,0,0,27,23,54,46,"chaparral","grass",24,0,17,9,0,24,17,48,34,"grass","chaparral"
"530",529,11,0,39,0,0,39,11,78,22,"chaparral","grass",27,0,21,2,0,27,21,54,42,"grass","chaparral"
"531",530,4,0,46,0,0,46,4,92,8,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"532",531,19,0,31,0,0,31,19,62,38,"chaparral","grass",40,0,5,5,0,40,5,80,10,"grass","chaparral"
"533",532,18,0,0,32,0,32,18,64,36,"sage","grass",31,0,5,14,0,31,14,62,28,"grass","sage"
"534",533,25,25,0,0,0,25,25,50,50,"mixed","mixed",11,39,0,0,0,39,11,78,22,"tree","grass"
"535",534,14,0,36,0,0,36,14,72,28,"chaparral","grass",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"536",535,3,0,47,0,0,47,3,94,6,"chaparral","grass",8,11,31,0,0,31,11,62,22,"chaparral","tree"
"537",536,11,0,31,8,0,31,11,62,22,"chaparral","grass",31,0,8,11,0,31,11,62,22,"grass","sage"
"538",537,25,0,14,11,0,25,14,50,28,"grass","chaparral",37,0,10,3,0,37,10,74,20,"grass","chaparral"
"539",538,23,0,0,27,0,27,23,54,46,"sage","grass",39,0,1,10,0,39,10,78,20,"grass","sage"
"540",539,13,0,19,18,0,19,18,38,36,"chaparral","sage",16,0,0,34,0,34,16,68,32,"sage","grass"
"541",540,11,0,21,18,0,21,18,42,36,"chaparral","sage",43,0,0,7,0,43,7,86,14,"grass","sage"
"542",541,15,0,21,14,0,21,15,42,30,"chaparral","grass",32,0,8,10,0,32,10,64,20,"grass","sage"
"543",542,44,6,0,0,0,44,6,88,12,"grass","tree",26,14,0,10,0,26,14,52,28,"grass","tree"
"544",543,8,0,42,0,0,42,8,84,16,"chaparral","grass",0,10,40,0,0,40,10,80,20,"chaparral","tree"
"545",544,17,6,27,0,0,27,17,54,34,"chaparral","grass",42,8,0,0,0,42,8,84,16,"grass","tree"
"546",545,11,8,31,0,0,31,11,62,22,"chaparral","grass",25,12,13,0,0,25,13,50,26,"grass","chaparral"
"547",546,19,0,23,8,0,23,19,46,38,"chaparral","grass",29,0,12,9,0,29,12,58,24,"grass","chaparral"
"548",547,12,0,35,3,0,35,12,70,24,"chaparral","grass",27,0,15,8,0,27,15,54,30,"grass","chaparral"
"549",548,5,0,45,0,0,45,5,90,10,"chaparral","grass",32,0,9,9,0,32,9,64,18,"grass","chaparral"
"550",549,5,13,32,0,0,32,13,64,26,"chaparral","tree",29,3,10,8,0,29,10,58,20,"grass","chaparral"
"551",550,10,0,40,0,0,40,10,80,20,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"552",551,9,11,0,30,0,30,11,60,22,"sage","tree",20,17,0,13,0,20,17,40,34,"grass","tree"
"553",552,6,19,25,0,0,25,19,50,38,"chaparral","tree",4,18,28,0,0,28,18,56,36,"chaparral","tree"
"554",553,22,6,0,22,0,22,22,44,44,"mixed","mixed",32,3,0,15,0,32,15,64,30,"grass","sage"
"555",554,9,0,39,2,0,39,9,78,18,"chaparral","grass",17,0,33,0,0,33,17,66,34,"chaparral","grass"
"556",555,17,0,33,0,0,33,17,66,34,"chaparral","grass",34,0,15,1,0,34,15,68,30,"grass","chaparral"
"557",556,16,0,4,30,0,30,16,60,32,"sage","grass",21,0,3,26,0,26,21,52,42,"sage","grass"
"558",557,6,0,44,0,0,44,6,88,12,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"559",558,17,0,33,0,0,33,17,66,34,"chaparral","grass",23,0,26,0,1,26,23,52,46,"chaparral","grass"
"560",559,18,0,32,0,0,32,18,64,36,"chaparral","grass",34,0,9,7,0,34,9,68,18,"grass","chaparral"
"561",560,1,0,49,0,0,49,1,98,2,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"562",561,5,0,45,0,0,45,5,90,10,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"563",562,1,0,49,0,0,49,1,98,2,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"564",563,11,0,39,0,0,39,11,78,22,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"565",564,20,0,14,16,0,20,16,40,32,"grass","sage",29,0,6,15,0,29,15,58,30,"grass","sage"
"566",565,16,0,1,33,0,33,16,66,32,"sage","grass",45,0,0,5,0,45,5,90,10,"grass","sage"
"567",566,8,0,35,0,7,35,8,70,16,"chaparral","grass",17,0,33,0,0,33,17,66,34,"chaparral","grass"
"568",567,1,0,49,0,0,49,1,98,2,"chaparral","grass",33,0,11,6,0,33,11,66,22,"grass","chaparral"
"569",568,16,29,0,5,0,29,16,58,32,"tree","grass",37,8,0,5,0,37,8,74,16,"grass","tree"
"570",569,7,0,43,0,0,43,7,86,14,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"571",570,26,24,0,0,0,26,24,52,48,"grass","tree",3,12,35,0,0,35,12,70,24,"chaparral","tree"
"572",571,22,0,5,23,0,23,22,46,44,"sage","grass",37,0,5,8,0,37,8,74,16,"grass","sage"
"573",572,9,0,41,0,0,41,9,82,18,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"574",573,11,0,3,36,0,36,11,72,22,"sage","grass",22,0,0,28,0,28,22,56,44,"sage","grass"
"575",574,3,0,47,0,0,47,3,94,6,"chaparral","grass",19,0,28,3,0,28,19,56,38,"chaparral","grass"
"576",575,16,9,0,25,0,25,16,50,32,"sage","grass",21,29,0,0,0,29,21,58,42,"tree","grass"
"577",576,10,0,39,1,0,39,10,78,20,"chaparral","grass",13,35,2,0,0,35,13,70,26,"tree","grass"
"578",577,18,0,28,4,0,28,18,56,36,"chaparral","grass",20,0,26,4,0,26,20,52,40,"chaparral","grass"
"579",578,3,37,0,10,0,37,10,74,20,"tree","sage",5,42,0,3,0,42,5,84,10,"tree","grass"
"580",579,25,0,0,25,0,25,25,50,50,"mixed","mixed",38,0,9,3,0,38,9,76,18,"grass","chaparral"
"581",580,5,0,45,0,0,45,5,90,10,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"582",581,10,0,40,0,0,40,10,80,20,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"583",582,5,45,0,0,0,45,5,90,10,"tree","grass",4,46,0,0,0,46,4,92,8,"tree","grass"
"584",583,4,0,46,0,0,46,4,92,8,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"585",584,13,7,30,0,0,30,13,60,26,"chaparral","grass",45,2,2,1,0,45,2,90,4,"grass","tree"
"586",585,9,0,40,1,0,40,9,80,18,"chaparral","grass",32,0,18,0,0,32,18,64,36,"grass","chaparral"
"587",586,1,15,26,0,8,26,15,52,30,"chaparral","tree",6,38,0,0,6,38,6,76,12,"tree","grass"
"588",587,23,0,27,0,0,27,23,54,46,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"589",588,12,0,8,30,0,30,12,60,24,"sage","grass",46,0,0,4,0,46,4,92,8,"grass","sage"
"590",589,6,0,44,0,0,44,6,88,12,"chaparral","grass",33,0,5,12,0,33,12,66,24,"grass","sage"
"591",590,4,0,41,0,5,41,5,82,10,"chaparral","barren",2,0,38,0,10,38,10,76,20,"chaparral","barren"
"592",591,2,0,48,0,0,48,2,96,4,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"593",592,7,43,0,0,0,43,7,86,14,"tree","grass",3,47,0,0,0,47,3,94,6,"tree","grass"
"594",593,1,0,49,0,0,49,1,98,2,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"595",594,6,0,44,0,0,44,6,88,12,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"596",595,19,15,0,16,0,19,16,38,32,"grass","sage",34,5,0,11,0,34,11,68,22,"grass","sage"
"597",596,13,0,25,12,0,25,13,50,26,"chaparral","grass",15,0,35,0,0,35,15,70,30,"chaparral","grass"
"598",597,5,18,0,27,0,27,18,54,36,"sage","tree",16,25,0,9,0,25,16,50,32,"tree","grass"
"599",598,4,46,0,0,0,46,4,92,8,"tree","grass",6,44,0,0,0,44,6,88,12,"tree","grass"
"600",599,15,0,22,13,0,22,15,44,30,"chaparral","grass",43,0,0,7,0,43,7,86,14,"grass","sage"
"601",600,0,50,0,0,0,50,0,100,0,"tree","grass",2,48,0,0,0,48,2,96,4,"tree","grass"
"602",601,6,0,44,0,0,44,6,88,12,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"603",602,4,0,46,0,0,46,4,92,8,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"604",603,11,27,12,0,0,27,12,54,24,"tree","chaparral",5,33,12,0,0,33,12,66,24,"tree","chaparral"
"605",604,8,0,42,0,0,42,8,84,16,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"606",605,26,0,24,0,0,26,24,52,48,"grass","chaparral",22,0,18,10,0,22,18,44,36,"grass","chaparral"
"607",606,2,0,48,0,0,48,2,96,4,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"608",607,1,0,49,0,0,49,1,98,2,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"609",608,17,0,13,20,0,20,17,40,34,"sage","grass",38,0,2,10,0,38,10,76,20,"grass","sage"
"610",609,13,0,16,21,0,21,16,42,32,"sage","chaparral",50,0,0,0,0,50,0,100,0,"grass","tree"
"611",610,3,0,46,1,0,46,3,92,6,"chaparral","grass",21,0,25,4,0,25,21,50,42,"chaparral","grass"
"612",611,3,0,47,0,0,47,3,94,6,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"613",612,20,0,30,0,0,30,20,60,40,"chaparral","grass",33,0,10,7,0,33,10,66,20,"grass","chaparral"
"614",613,25,0,14,11,0,25,14,50,28,"grass","chaparral",27,0,17,6,0,27,17,54,34,"grass","chaparral"
"615",614,21,0,29,0,0,29,21,58,42,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"616",615,3,0,47,0,0,47,3,94,6,"chaparral","grass",26,0,24,0,0,26,24,52,48,"grass","chaparral"
"617",616,1,0,6,43,0,43,6,86,12,"sage","chaparral",29,0,3,18,0,29,18,58,36,"grass","sage"
"618",617,23,19,0,8,0,23,19,46,38,"grass","tree",8,31,0,11,0,31,11,62,22,"tree","sage"
"619",618,0,0,30,0,20,30,20,60,40,"chaparral","barren",9,0,14,0,27,27,14,54,28,"barren","chaparral"
"620",619,0,0,50,0,0,50,0,100,0,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"621",620,10,15,25,0,0,25,15,50,30,"chaparral","tree",26,6,18,0,0,26,18,52,36,"grass","chaparral"
"622",621,0,0,50,0,0,50,0,100,0,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"623",622,7,0,43,0,0,43,7,86,14,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"624",623,13,0,26,11,0,26,13,52,26,"chaparral","grass",44,0,0,6,0,44,6,88,12,"grass","sage"
"625",624,22,28,0,0,0,28,22,56,44,"tree","grass",7,43,0,0,0,43,7,86,14,"tree","grass"
"626",625,19,0,0,31,0,31,19,62,38,"sage","grass",36,0,6,8,0,36,8,72,16,"grass","sage"
"627",626,17,0,33,0,0,33,17,66,34,"chaparral","grass",27,0,22,1,0,27,22,54,44,"grass","chaparral"
"628",627,2,0,48,0,0,48,2,96,4,"chaparral","grass",35,0,7,8,0,35,8,70,16,"grass","sage"
"629",629,4,0,46,0,0,46,4,92,8,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"630",630,10,0,40,0,0,40,10,80,20,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"631",631,4,0,23,23,0,23,23,46,46,"mixed","mixed",40,0,6,4,0,40,6,80,12,"grass","chaparral"
"632",632,5,0,45,0,0,45,5,90,10,"chaparral","grass",5,0,41,0,4,41,5,82,10,"chaparral","grass"
"633",633,1,0,49,0,0,49,1,98,2,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"634",634,21,0,29,0,0,29,21,58,42,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"635",635,5,0,45,0,0,45,5,90,10,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"636",636,5,0,45,0,0,45,5,90,10,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"637",637,13,37,0,0,0,37,13,74,26,"tree","grass",31,19,0,0,0,31,19,62,38,"grass","tree"
"638",638,8,24,18,0,0,24,18,48,36,"tree","chaparral",13,22,15,0,0,22,15,44,30,"tree","chaparral"
"639",639,17,33,0,0,0,33,17,66,34,"tree","grass",43,1,0,6,0,43,6,86,12,"grass","sage"
"640",640,16,0,28,6,0,28,16,56,32,"chaparral","grass",31,0,2,17,0,31,17,62,34,"grass","sage"
"641",641,9,0,25,16,0,25,16,50,32,"chaparral","sage",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"642",642,8,0,42,0,0,42,8,84,16,"chaparral","grass",15,0,33,0,2,33,15,66,30,"chaparral","grass"
"643",643,1,0,49,0,0,49,1,98,2,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"644",644,11,0,27,12,0,27,12,54,24,"chaparral","sage",7,0,34,9,0,34,9,68,18,"chaparral","sage"
"645",645,8,0,42,0,0,42,8,84,16,"chaparral","grass",19,0,30,1,0,30,19,60,38,"chaparral","grass"
"646",646,40,0,10,0,0,40,10,80,20,"grass","chaparral",43,0,7,0,0,43,7,86,14,"grass","chaparral"
"647",647,1,0,10,39,0,39,10,78,20,"sage","chaparral",38,0,0,12,0,38,12,76,24,"grass","sage"
"648",648,3,43,4,0,0,43,4,86,8,"tree","chaparral",16,23,11,0,0,23,16,46,32,"tree","grass"
"649",649,5,0,3,42,0,42,5,84,10,"sage","grass",22,0,3,25,0,25,22,50,44,"sage","grass"
"650",650,1,0,49,0,0,49,1,98,2,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"651",651,19,0,20,11,0,20,19,40,38,"chaparral","grass",12,0,26,12,0,26,12,52,24,"chaparral","grass"
"652",654,5,0,45,0,0,45,5,90,10,"chaparral","grass",18,0,32,0,0,32,18,64,36,"chaparral","grass"
"653",657,0,0,50,0,0,50,0,100,0,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"654",661,5,0,10,35,0,35,10,70,20,"sage","chaparral",34,0,10,6,0,34,10,68,20,"grass","chaparral"
"655",662,15,35,0,0,0,35,15,70,30,"tree","grass",33,17,0,0,0,33,17,66,34,"grass","tree"
"656",663,6,0,18,26,0,26,18,52,36,"sage","chaparral",25,0,21,4,0,25,21,50,42,"grass","chaparral"
"657",664,20,0,28,2,0,28,20,56,40,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"658",665,16,0,34,0,0,34,16,68,32,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"659",666,5,17,0,28,0,28,17,56,34,"sage","tree",12,27,0,11,0,27,12,54,24,"tree","grass"
"660",667,0,2,48,0,0,48,2,96,4,"chaparral","tree",28,0,22,0,0,28,22,56,44,"grass","chaparral"
"661",668,2,0,48,0,0,48,2,96,4,"chaparral","grass",24,0,10,16,0,24,16,48,32,"grass","sage"
"662",669,6,0,44,0,0,44,6,88,12,"chaparral","grass",35,0,15,0,0,35,15,70,30,"grass","chaparral"
"663",670,6,0,40,4,0,40,6,80,12,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"664",671,1,0,8,41,0,41,8,82,16,"sage","chaparral",20,0,24,6,0,24,20,48,40,"chaparral","grass"
"665",672,15,0,35,0,0,35,15,70,30,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"666",673,1,0,49,0,0,49,1,98,2,"chaparral","grass",32,0,18,0,0,32,18,64,36,"grass","chaparral"
"667",674,12,0,10,28,0,28,12,56,24,"sage","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"668",675,5,27,14,4,0,27,14,54,28,"tree","chaparral",41,3,6,0,0,41,6,82,12,"grass","chaparral"
"669",676,5,0,45,0,0,45,5,90,10,"chaparral","grass",18,0,26,6,0,26,18,52,36,"chaparral","grass"
"670",677,0,0,50,0,0,50,0,100,0,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"671",678,6,0,44,0,0,44,6,88,12,"chaparral","grass",35,0,6,9,0,35,9,70,18,"grass","sage"
"672",679,24,26,0,0,0,26,24,52,48,"tree","grass",11,37,2,0,0,37,11,74,22,"tree","grass"
"673",680,14,0,36,0,0,36,14,72,28,"chaparral","grass",22,0,21,7,0,22,21,44,42,"grass","chaparral"
"674",681,3,28,0,19,0,28,19,56,38,"tree","sage",23,16,11,0,0,23,16,46,32,"grass","tree"
"675",682,7,34,9,0,0,34,9,68,18,"tree","chaparral",18,32,0,0,0,32,18,64,36,"tree","grass"
"676",683,6,0,44,0,0,44,6,88,12,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"677",684,6,0,44,0,0,44,6,88,12,"chaparral","grass",19,0,26,5,0,26,19,52,38,"chaparral","grass"
"678",685,24,26,0,0,0,26,24,52,48,"tree","grass",3,44,3,0,0,44,3,88,6,"tree","grass"
"679",686,12,0,38,0,0,38,12,76,24,"chaparral","grass",30,0,14,6,0,30,14,60,28,"grass","chaparral"
"680",687,10,0,40,0,0,40,10,80,20,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"681",688,19,31,0,0,0,31,19,62,38,"tree","grass",42,8,0,0,0,42,8,84,16,"grass","tree"
"682",689,0,0,50,0,0,50,0,100,0,"chaparral","grass",16,0,34,0,0,34,16,68,32,"chaparral","grass"
"683",690,4,0,46,0,0,46,4,92,8,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"684",691,0,0,42,0,8,42,8,84,16,"chaparral","barren",30,0,10,10,0,30,10,60,20,"grass","chaparral"
"685",692,0,0,50,0,0,50,0,100,0,"chaparral","grass",17,0,33,0,0,33,17,66,34,"chaparral","grass"
"686",693,1,7,42,0,0,42,7,84,14,"chaparral","tree",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"687",694,2,0,48,0,0,48,2,96,4,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"688",695,5,0,45,0,0,45,5,90,10,"chaparral","grass",20,0,25,5,0,25,20,50,40,"chaparral","grass"
"689",696,4,0,46,0,0,46,4,92,8,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"690",697,4,0,13,33,0,33,13,66,26,"sage","chaparral",18,0,8,24,0,24,18,48,36,"sage","grass"
"691",698,7,5,3,35,0,35,7,70,14,"sage","grass",12,0,11,27,0,27,12,54,24,"sage","grass"
"692",699,1,9,40,0,0,40,9,80,18,"chaparral","tree",20,0,5,25,0,25,20,50,40,"sage","grass"
"693",700,28,0,20,2,0,28,20,56,40,"grass","chaparral",36,0,11,3,0,36,11,72,22,"grass","chaparral"
"694",701,10,0,5,35,0,35,10,70,20,"sage","grass",11,0,11,28,0,28,11,56,22,"sage","grass"
"695",702,3,12,35,0,0,35,12,70,24,"chaparral","tree",5,14,31,0,0,31,14,62,28,"chaparral","tree"
"696",703,3,0,47,0,0,47,3,94,6,"chaparral","grass",14,0,35,1,0,35,14,70,28,"chaparral","grass"
"697",704,1,0,49,0,0,49,1,98,2,"chaparral","grass",25,0,24,1,0,25,24,50,48,"grass","chaparral"
"698",705,9,0,41,0,0,41,9,82,18,"chaparral","grass",27,0,23,0,0,27,23,54,46,"grass","chaparral"
"699",706,1,0,49,0,0,49,1,98,2,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"700",707,5,0,0,45,0,45,5,90,10,"sage","grass",39,0,0,11,0,39,11,78,22,"grass","sage"
"701",708,4,0,46,0,0,46,4,92,8,"chaparral","grass",39,0,11,0,0,39,11,78,22,"grass","chaparral"
